กลุ่มยา,ชื่อสามัญ,รูปแบบยา/ความแรง,ขนาดบรรจุ,รูปแบบยา,ความแรง,หน่วยความแรง,ขนาดบรรจุ,หน่วยขนาดบรรจุ,ราคากลาง(รวมภาษีมูลค่าเพิ่ม)(บาท),หมายเหตุ
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Povidone-iodine,sol 10% (15 ml),1,,,,,,10.7,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Povidone-iodine,sol 10% (30 ml),1,,,,,,16.05,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Povidone-iodine,sol 10% (4.5 litre),1,,,,,,670.89,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Povidone-iodine,sol 10% (450 ml),1,,,,,,82.39,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Praziquantel,tab 600 mg,100,,,,,,600.27,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Prednisolone,cream 0.5% (5 g),1,,,,,,5.35,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Prednisolone,tab 5 mg,500,,,,,,175.81,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Probenecid,film coated tab 500 mg,500,,,,,,875.26,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Procaterol hydrochloride,tab 50 mcg,100,,,,,,321,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Propofol,sterile emulsion 10 mg/ml (20 ml),1,,,,,,128.4,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Propylthiouracil,tab 50 mg,500,,,,,,267.5,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Pyrazinamide,tab 500 mg,500,,,,,,875.26,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Pyridostigmine bromide ,tab 60 mg,150,,,,,,925.55,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Quinine  ,"sterile sol (as dihydrochloride) 
300 mg/ml (2 ml)",1,,,,,,8.56,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Quinine  ,tab (as sulfate) 300 mg,1000,,,,,,1605,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Rabies vaccines ยกเว้นชนิด human diploid cell vaccine (HDCV),inj (0.5 ml),1,,,,,,294.25,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Rabies vaccines ยกเว้นชนิด human diploid cell vaccine (HDCV),inj 2.5 IU/ml (1 ml),1,,,,,,315.65,
